text_en,level,example_en,example_ru,tags,extra
push,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""push v.""}"
quality,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""quality n.""}"
quantity,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""quantity n.""}"
queen,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""queen n.""}"
quietly,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""quietly adv.""}"
race,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""race (competition) n. , v.""}"
railway,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""railway n.""}"
raise,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""raise v.""}"
rate,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""rate n.""}"
rather,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""rather adv.""}"
reach,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""reach v.""}"
react,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""react v.""}"
realize,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""realize v.""}"
receive,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""receive v.""}"
recent,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""recent adj.""}"
recently,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""recently adv.""}"
reception,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""reception n.""}"
recipe,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""recipe n.""}"
recognize,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""recognize v.""}"
recommend,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""recommend v.""}"
record,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""record n. , v.""}"
recording,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""recording n.""}"
recycle,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""recycle v.""}"
reduce,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""reduce v.""}"
refer,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""refer v.""}"
refuse,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""refuse 1 v.""}"
region,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""region n.""}"
regular,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""regular adj.""}"
relationship,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""relationship n.""}"
remove,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""remove v.""}"
repair,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""repair v.""}"
replace,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""replace v.""}"
reply,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""reply v. , n.""}"
reporter,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""reporter n.""}"
request,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""request n.""}"
research,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""research n. , v.""}"
researcher,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""researcher n.""}"
respond,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""respond v.""}"
response,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""response n.""}"
rest,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""rest (remaining part) n.""}"
review,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""review n. , v.""}"
ring,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""ring 1 n.""}"
rise,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""rise v.""}"
rock,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""rock (stone) n.""}"
role,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""role n.""}"
roof,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""roof n.""}"
round,A2,,,"[""verb"", ""adjective"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""round adj. , adv. , prep.""}"
route,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""route n.""}"
rubbish,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""rubbish n.""}"
rude,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""rude adj.""}"
runner,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""runner n.""}"
running,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""running n.""}"
sadly,A2,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""sadly adv.safe adj.""}"
sail,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""sail v.""}"
sailing,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sailing n.""}"
salary,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""salary n.""}"
sale,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sale n.""}"
sauce,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sauce n.""}"
save,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""save v.""}"
scared,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""scared adj.""}"
scary,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""scary adj.""}"
scene,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""scene n.""}"
schedule,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""schedule n.""}"
score,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""score v. , n.""}"
screen,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""screen n.""}"
search,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""search n. , v.""}"
season,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""season n.""}"
seat,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""seat n.""}"
secondly,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""secondly adv.""}"
secret,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""secret adj. , n.""}"
secretary,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""secretary n.""}"
seem,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""seem v.""}"
sense,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sense n.""}"
separate,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""separate adj.""}"
series,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""series n.""}"
serious,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""serious adj.""}"
serve,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""serve v.""}"
service,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""service n.""}"
several,A2,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""several det./pron.""}"
shake,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""shake v.""}"
shall,A2,,,"[""verb"", ""modal verb""]","{""parts_of_speech"": [""verb"", ""modal verb""], ""source"": ""Oxford 3000"", ""original_line"": ""shall modal v.""}"
shape,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""shape n.""}"
sheet,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sheet n.""}"
ship,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""ship n.""}"
shoulder,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""shoulder n.""}"
shout,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""shout v. , n.""}"
shut,A2,,,"[""verb"", ""adjective""]","{""parts_of_speech"": [""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""shut v. , adj.""}"
side,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""side n.""}"
sign,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""sign n. , v.""}"
silver,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""silver n. , adj.""}"
simple,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""simple adj.""}"
since,A2,,,"[""noun"", ""preposition"", ""conjunction""]","{""parts_of_speech"": [""noun"", ""preposition"", ""conjunction""], ""source"": ""Oxford 3000"", ""original_line"": ""since prep. , conj.""}"
singing,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""singing n.""}"
single,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""single adj. , n.""}"
sir,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sir n.""}"
site,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""site n.""}"
size,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""size n.""}"
ski,A2,,,"[""noun"", ""verb"", ""adjective""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""ski v. , adj. , n.""}"
skiing,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""skiing n.""}"
skin,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""skin n.""}"
sky,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sky n.""}"
slowly,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""slowly adv.""}"
smartphone,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""smartphone n.""}"
smell,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""smell v. , n.""}"
smile,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""smile v. , n.""}"
smoke,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""smoke n. , v.""}"
smoking,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""smoking n.""}"
soap,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""soap n.""}"
soccer,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""soccer n.""}"
social,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""social adj.""}"
society,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""society n.""}"
sock,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sock n.""}"
soft,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""soft adj.""}"
soldier,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""soldier n.""}"
solution,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""solution n.""}"
solve,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""solve v.""}"
somewhere,A2,,,"[""noun"", ""verb"", ""adverb"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""somewhere adv. , pron.""}"
sort,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""sort n.""}"
source,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""source n.""}"
speaker,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""speaker n.""}"
speech,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""speech n.""}"
speed,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""speed n.""}"
spider,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""spider n.""}"
spoon,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""spoon n.""}"
square,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""square adj. , n.""}"
stage,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""stage n.""}"
stair,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""stair n.""}"
stamp,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""stamp n.""}"
state,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""state n.""}"
steal,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""steal v.""}"
step,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""step n.""}"
stomach,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""stomach n.""}"
stone,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""stone n.""}"
store,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""store n.""}"
storm,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""storm n.""}"
straight,A2,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""straight adv. , adj.""}"
strange,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""strange adj.""}"
strategy,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""strategy n.""}"
stress,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""stress n. , v.""}"
structure,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""structure n.""}"
stupid,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""stupid adj.""}"
succeed,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""succeed v.""}"
successful,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""successful adj.""}"
such,A2,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""such det./pron.""}"
suddenly,A2,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""suddenly adv.""}"
suggest,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""suggest v.""}"
suggestion,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""suggestion n.""}"
suit,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""suit n.""}"
support,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""support v. , n.""}"
suppose,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""suppose v.""}"
surprise,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""surprise n. , v.""}"
surprised,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""surprised adj.""}"
surprising,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""surprising adj.""}"
survey,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""survey n.""}"
sweet,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""sweet adj. , n.""}"
symbol,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""symbol n.""}"
system,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""system n.""}"
tablet,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tablet n.""}"
target,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""target n.""}"
task,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""task n.""}"
taste,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""taste n. , v.""}"
teaching,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""teaching n.""}"
technology,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""technology n.""}"
teenage,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""teenage adj.""}"
temperature,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""temperature n.""}"
term,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""term n.""}"
themselves,A2,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""themselves pron.""}"
thick,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""thick adj.""}"
thief,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""thief n.""}"
thin,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""thin adj.""}"
thinking,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""thinking n.""}"
thought,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""thought n.""}"
throw,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""throw v.""}"
tidy,A2,,,"[""verb"", ""adjective""]","{""parts_of_speech"": [""verb"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""tidy adj. , v.""}"
tie,A2,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""tie v. , n.""}"
tip,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tip n.""}"
tool,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tool n.""}"
top,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""top n. , adj.""}"
touch,A2,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""touch v.""}"
tour,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tour n.""}"
tourism,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tourism n.""}"
towards,A2,,,"[""noun"", ""preposition""]","{""parts_of_speech"": [""noun"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""towards prep.towel n.""}"
tower,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tower n.""}"
toy,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""toy n. , adj.""}"
track,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""track n.""}"
tradition,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""tradition n.""}"
traditional,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""traditional adj.""}"
trainer,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""trainer n.""}"
training,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""training n.""}"
transport,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""transport n.""}"
traveller,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""traveller n.""}"
trouble,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""trouble n.""}"
truck,A2,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""truck n.""}"
twin,A2,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""twin n. , adj.""}"
typical,A2,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""typical adj.""}"
underground,A2,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""underground adj. , adv.""}"
